Username,Tweet,Sentiment_Value
FAGINISM,"tati after exposing james charles' ass and subsequently ending his career

 https://t.co/7Mu8QA2ikM",neutral
cjxgrande,James Charles and Tati are trending on twitter. I am here for that and also James losing subscribers is the cherry on top.,positive
ivyfigy,james charles checking his social blade after tati uploaded her video https://t.co/oxWtsf7R0o,positive
stellarnasa,"tati exposed james charles very calmly, carefully and politely. that?s what u call a grown ass matured woman. i stan.",negative
ahsikane,May conference for Sci 11 mamaya but I'm here watching Tati's tea about James Charles.,neutral
idkyhw,CAN SOMEONE SPILL THE TEA ABT JAMES CHARLES AND TATI,neutral
o_kibbee,Tati deleted James charles #Tati #jamescharlesisoverparty #ByeSister #JamesCharles https://t.co/nxJChLc2fN,neutral
goofyxgay,James Charles after tati?s video lol https://t.co/x4wAL9i3Mv,positive
dolan_holiday,I cannot believe what James Charles has done. I did not care when he was racist. I did not care when he was transphobic. But he began working with a vitamin brand that is Tati?s rival. I am absolutely sick and disgusted. How dare he? #JamesCharlesIsOverParty,negative
nanaleenicolee,me after watching Tati?s 43 minute long vid exposing james charles. https://t.co/XJZEbIThso,negative
MrBrandonCotton,"me: i?ve never cared about james charles 

tati: bye sister

also me while watching the video:
https://t.co/RL0gCHkB8i",neutral
francheskalyne,fallon and this issue of tati and james charles is a perfect combo https://t.co/QE3grsuFb5,positive
cassandriumx,"""Tati ended James Charles' career""
no he did that himself when he tried to trick straight men into fucking him",negative
natalieslarson,"The tea Tati is spilling iS BOILING?? And James?s apology creepily has no emotion? 
Anyways, this isn?t going to end well for James Charles",negative
KarlaStrongg,"james charles apology video for the tati situation was as bad as laura lee when she got dropped from morphe, both had horrible acting and were not sincere",negative
trsmith46,Tati just ended James Charles? career do @TrixieCosmetics can thrive @trixiemattel,neutral
hyuckiebee,i just watched tati's video . (and i dont even watch beauty utbers) but i think she made a lot of points and james charles has an empty checklist,negative
PilingBooks,i just watch all 43 minutes of tati's video and i dont even watch make-up gurus. james charles deserves to be canceled. period. i'm glad finally someone with a big channel called him out on his toxicity.,positive
SarahEmilyMason,I?m torn between wanting to watch James Charles? response to Tati to see how stupid and lacking in empathy (and lacking in actual apology) it is but I don?t want to give him the views ya feel,negative
wangfoe_,They literally just played poco loco lol. Sister Sinking (James Charles/Tati/Daniel Zamora Subcount Palooza) https://t.co/a6bjRGttG8 via @YouTube,positive
Ethandolanseyes,Honestly Tati?s video on James Charles and how much of a snake he is is so refreshing. James did this to himself and only cared when he was losing followers. Better start applying to college cause your career is dying shishtar,positive
NicNeqs,Really hoping that the next #GameofThrones ep is gonna be a reenactment of the Tati/James Charles thing. Ur welcome DBs. I am ready to be staffed pls,positive
courageofliving,"James Charles: I?m a celebrity
Tati: I?m about to end this man?s whole career #jamescharles15milparty #jamescharlesisoverparty",positive
sammehwong,@__jessicats Oh girl. James Charles  has been so shady and tati finally had it and released a video on YouTube. James has now lost half a million subscribers! Thank goodness because he is disgusting. Trying to pressure straight men to do sexual acts with him because hes famous,negative
ToEzBud1,"James Charles looking at Tati?s video like: 
#jamescharlesisoverparty https://t.co/aUjQ3DHIPI",neutral
ak_loftin,Who tf are James Charles and Tati.???,neutral
oriasyen,"i watched both tati's and james charles's videos, and WTF why did james's 8 min video feel sooo much longer compared to tati's 40 min video??!!!!!! the ?? tea ?? is ?? dripping ?? hot!!! ??",negative
OnlyVocalists,James Charles waiting for his last check from YouTube to arrive after Tati ended him https://t.co/hbYZ4oxYnp,neutral
KateEllestad,@crypticbruja If it's James Charles it's because Tati Westbrook had a falling out with him and blasted all of his nonsense.,negative
hanisnotonline,real time picture of james charles right now after tati spilled the tea: https://t.co/KXEuAbxULs,positive
geniussweater,i seriously have no idea what?s going on with james charles and tati but i love drama and there?s a 43 minute video so https://t.co/v9V10xY00B,positive
tye_llt,"The entire internet beef between Tati Westbrook &amp; James Charles is ridiculous.
There?s a million &amp; 1 MUA, why beef?",negative
Kelly_m_belly,i wrote 104 words i deserve to watch Tati?s video exposing James Charles,neutral
thietsiet,tati only exposed james charles once he hurt her feelings she cannot be trusted!!!! shes the ultimate white apologist and knows Exactly what her problematic ass friends do but she doesnt care til shit like this happens https://t.co/tZxJEZOO2n,positive
kennaontour,I just wasted time of my life watching the James Charles video and tati video like it just made me mad bc like why do people actually care?,negative
danaehrig,Kris when she finds out Kim?s new baby got overshadowed by all the Tati and James Charles tea https://t.co/GYGmicVyMC,positive
swiftiforit13,A leaked video of Tati dropping James Charles. https://t.co/J5oA66eQXf,neutral
_ellym_,Tati at James Charles career rn????? https://t.co/enKdwZjvUt,neutral
ro_ocampo,im shaking james charles is back at 15M and has lost over half a million subscribers alcjwocjs tati?s impact@,negative
Katie_matti,Me checking James Charles and Tati Westbrook?s social media every 5 minutes: https://t.co/6PFH6Xgoix,positive
swagdaddymel,Me taking my subscribe back from James Charles after watching Tati?s video https://t.co/OXkSJnbKsb,neutral
xBerserkerSaix,James Charles vs Tati Westbrook is the new PewDiePie vs T-Series https://t.co/mVhSH1YPV9,positive
EpcotTrash,Tati airing out all of James Charles? bullshit https://t.co/QVDyZ9Imxe,neutral
KarenMichelleOh,@sarahlanemeko @GlamLifeGuru @jamescharles He shopped his lies to drama channels and had his mouth peice Gabriel make a video about Tati. She only made the video when the drama channels contacted her and GZ video was posted.  So the drama now is all on James i am a sexual predator charles,positive
rubenraudaless,Jeffree and Tati ready to sleep after destroying James Charles career https://t.co/OPKZ513YOH,neutral
Lorenaaa559,Idk what's going on w tati and James Charles but y'all do know he's on tour or about to be right? It's all marketing. Open your eyes folks ??,positive
katwithluv,"i sat through that video about James Charles that Tati did only to realize that there are people in my life who are like that &amp; i keep making excuses for their behavior. 
.
i need a therapist.",neutral
Rach_Haylee,"Everyone coming to the watch the James Charles and Tati drama unfold like....

#jamescharlesisoverparty https://t.co/aIYR9IvuDk",neutral
_sammysotelo_,"james charles is cancelled, tati created james and she can also end james, and that?s exactly what she did in the most orderly manner, AND THAT IS JUST THE TEA BITCH https://t.co/mFvcD1HisH",positive
WAD22__,"Tati when she sees James Charles subscriber count lower to 15mil
#JamesCharles https://t.co/tIw66y01xN",neutral
itsme_StephD,I?m fallowing this Tati and James Charles drama and the fact that Gabriel felt the need to air his ol flappy bird opinion is beyond me when his botched looking ass cries about everything too.,neutral
flickerbre,this James Charles situation is so MESSY but go off Tati,negative
Yasherss,i love tati but we?re all gonna look so stupid next week when she?s buddy buddy with james charles again lol,positive
1800666HELL,Tati calling out James Charles is good and all I suppose but she?s still buddy buddy with Shane Dawson so like... words from the mouth of a snake.. anyways all beauty YouTubers are evil goodnight,negative
a_peraless,James Charles is basically cancelled ?? sorry not sorry dude Tati has revealed how he really is!,negative
https_mide,James Charles has now dropped to 15 million subs on youtube. Tati now has 6.3 million subs,neutral
Imlikewoahhh,@gynandrouss i have been Dragging James Charles Dickinson from the beginning when his shady ways started jumping out. i’m so glad that Tati with a graceful platform GRACEFULLY called out his narcissistic sociopathic ways because he is just-,positive
LindseyNelms,"Hey guys I’m here to say something about the James Charles and Tati problem, I really think people are really being disrespectful about this problem and I think that Tati should have never made that video this is no hate in anyway against her or her MANY supporters she’s made ~L",positive
Krystalluvsyou2,I feel like this was Tati before she filmed the video that exposed James Charles. https://t.co/Of3GAcdtM0,neutral
evdied,"tati is such a beautiful person and didn't deserve any of this. honestly ive never liked james charles from THE BEGINNING, so a big fuck you to him.",positive
bleuelune7,"This nibba Tati Westbrook real life  pulled a thanos, snapped, and dusted James Charles like this some late spring cleaning bruh",negative
JustPutUonBlast,James Charles Responds to Tati Westbrook: I'm Sister Sorry! https://t.co/Ss4rwhIBAD,negative
MeaganKOH,@Harivaind @JeffreeStar @GlamLifeGuru Which ? 😂 I watched Tati's video and then James Charles.  He just ruined himself.,neutral
rvchelray,@jasssmmiinne I just looked it up on YouTube under Tati James Charles IG story,neutral
gokustail,"Let’s be clear gamers, we never trusted James Charles, but this does not mean we trust Tati either!",positive
therealoneill03,"Finally, #Tati only decided to air her concerns of James Charles because of his choice to endorse a vitamin. It wasn’t for us to know. It was a reaction. #sorrynotsorry not a fan of either party anymore.",neutral
fatgirlfreedom,"ok look... this shit about james charles is WILD and for sure not cool. 

... but also was the way tati was talking about him saying he sucks dick feel like... a little homophobic? did anyone else watch that and just think ""ehhhh something's not right with YOU here too"" ?!?!",positive
Tajmul_0007,"Do you need a #professional #website? 
For Your Busines Check your my #fiverr #gig 
https://t.co/nywrIqRFr7   

Snapchat Happy Mother #terimakasihibu 98% Dateable James Charles
Tati #MDLDisney Bretman Jaehwan Kakak #lufc
#UniBong #ESNball Ander Herrera #Bergen #Oslo England https://t.co/jMjnNsmHnb",positive
ShelbyyyNicolee,Tati really told us allllllllll of James Charles’ business 🤣,positive
rakeb2themax,@mikemajlak @jamescharles Lol when you search “James Charles” on  youtube Tati is one of the first results... Looks like Mother Youtube has picked a side. https://t.co/vZJtrolt97,positive
