Username,Tweet,Sentiment_Value
swiftIwt,"so katy perry kylie jenner n shawn unfollowed james charles 
https://t.co/yNMjEkdKec",neutral
jacob__daniel,Honestly...I called this James Charles  debacle,positive
softbhaddie,Oh my god someone please bring james charles to dr phil so that we can all see james cry and make another bitch ass excuse then have daddy phil tell him what tati has been telling him for months again????????,negative
kalystajg,The fact that Tati really started and ended James Charles’ career... her POWER,positive
jessieredfox,LMFAOOO I JUST REMEMBERED PEOPLE REALLY HAVE JAMES CHARLES MERCH,positive
Dr1ven_Ind,Tati and James Charles Drama! Crab Mentality! https://t.co/GUCaXP859A via @YouTube 100 views in 40 min guess it came out good! My wife liked it too lol https://t.co/RtKAfKZsXQ,positive
KaiChampAFC,James Charles done out here? #JamesCharles https://t.co/xYzTQyencR,neutral
ENewberry3,"James Charles: I cant be touched iM a CeLebRiTy

Tati: hold my vitamins",neutral
txthot,"omg loving the refresh button rn on YouTube, my favorite place to use it on is James Charles YouTube channel?? https://t.co/Gn96dITuW8",positive
cdunn1993,"For those who aren’t up with the Tati/James Charles saga, James Charles is a piece of crap, end of story. Saved you 51 minutes.",negative
mariam_khodr,Waiting for James Charles to disable his insta comments like https://t.co/5rSIr7fc03,neutral
vousmevoyves,no idea of who that tati girl exposing james charles is but her vid keeps appearing on my tl and i just decided she a certified milf. thank you,neutral
nfthirah,James Charles is cancelled. Tati stay winning!!,positive
lilmavericks,IM FUCKING LIVING FOR THE END OF JAMES CHARLES ??????,negative
bakuqovs,anybody that ever supported James Charles currently: https://t.co/UK7evDNjwz,neutral
_laurenxoxo13,welp. I no longer stan James Charles.. it was fun while it lasted.,positive
ilsanrapgod,james charles tea ???? serving.....right about now,positive
sukutiiii,Why is anyone surprised that James Charles is a massive pos???,positive
EchoRevo_B,So... I bought the James Charles x Morphe pallet months ago... well fuck... I was really enjoying it too.,positive
daddy_shark00,James Charles went from getting dragged at the Met Gala to getting dragged by Tati and the whole of Twitter and I’m here for it  #jamescharlesisoverparty #jamescharlesiscancelled #jamescharlesisdeadparty https://t.co/6ljKUCNue3,positive
iamjustdylan,"Yikes. James Charles has lost like 100,000 followers in one day. I just went to his page and when it refreshed it went from 3.7 m to 3.6",neutral
K1ttyBo1,Remember when James Charles bitched about his pallete getting destroyed can't wait to see how he reacts to his career getting obliterated,neutral
jackxdolan,while we’re on the topic can we figure out why people liked james charles in the first place,positive
syubwis,sad that it took someone making a 43 minute video abt james charles for people to realise he's shit when he was saying some openly transphobic shit like last month,negative
kdjbk,lowkey happy about James Charles lol he annoyed tf outta me,positive
_TEAMDanny,Whoever said James Charles can sing...i knowwwww y’all muthafucka lying! ????????,neutral
megafricker3000,@jfkink Honestly I just hate James Charles and want to see him burn :),negative
softjhyuns,james charles subscriber count dropping like flies IM https://t.co/gsEc804DWA,neutral
valentineandtea,sorry but james charles’s apology is so fake bahaha,negative
bbyyyjayy59,everyone who bought james charles meet and greet tickets https://t.co/pHMvNO7rkn,neutral
curlystruggle1,"The fact that James Charles is going on his sc after his “apology” making it seem like what Tati said is nothing. Proves exactly what she said in her video that he lacks any empathy, she made some serious statements. Ignoring or glossing over it isn’t gonna help sishter. https://t.co/SaRrQaHjFZ",positive
bigbootykiran,James Charles more like my mom,positive
abattoirbIues,I don’t know anything about James Charles except the fact he’s my own personal sleep paralysis demon,positive
SirKingJessie,"James Charles sexually harassing straight man is honestly disgusting and it’s pathetic that no one is getting upset by it.

If it was a straight guy sexually harassing LGBTQ people, his life would’ve been ruined so quickly https://t.co/U3ZCDt5mRT",negative
soapyelz,thank fucking christ james charles is losing so many followers. if he got any closer to passing jenna marbles i would have flown to his LA hovel and deleted his channel myself,negative
ShuniaNia,Whew Chile !!! James Charles that was not ok .... https://t.co/T0IUnjSfm6,negative
whoajeongguk,Thoughts on James Charles tea https://t.co/QBYY1j43gS,neutral
Imaooaudrey,@elijahdaniel @awsten @captainkalvis just had the best interaction abt james charles ever sksjsjs i'm cryin,positive
nikhoexx,I just wanna know what Queen @JeffreeStar has to say about the drama between my gurl Tati and James Charles!! ?????? #JamesCharlesIsOverParty,neutral
calebpinglev2,"Y’all really “ending” James Charles career but still support @iamcardib. Y’all trash. Anyway, @iamcardib please block me, I hate seeing your face.",negative
crytpids,@necahualiztli oh my ear just starts ringing on its own but it felt personal once i heard james charles singing https://t.co/n3maGec71d,positive
moreofjen,meeeeeee!!! I’ve only heard her name but ALL james charles slander is allowed ???? https://t.co/WXyCOae1Pq,neutral
blueroseroyalty,The waiter at Tati’s birthday after talking to James Charles https://t.co/7gSm5o1hrN,neutral
isai__ah,Bro if u go to James Charles channel and hit the refresh button then #’s are dropping dramatically... Tea,neutral
fweakysam,"gonna remind my sister that james charles is over, wish me luck ????",neutral
peachyqueer,Okay cool James Charles is canceled we been knew but hello I want to scream about the two literal loml dating.,positive
JonastyMN,Omg I cant wait to use #CodeJamesIsCancelled for 90% off the James Charles Palette,neutral
jeworme,@erepsnake but you HAVE TO UNFOLLOW JAMES CHARLES FIRST,positive
tanyabay_,@LexieWilcox james charles is cancelled,neutral
chellekintan,Even before tati exposed james charles we been knew that he’s truly trash???????? and to be honest kinda surprised there’s still people that defend his atrocious and toxic behavior.,neutral
jikooksbabieuwu,james charles taking notes from laura leeches apology video  https://t.co/uXwFfAWhzn,neutral
scorpioqweenbby,James Charles waiting for people to show up to his tour  https://t.co/LTKX9IBmtO,neutral
tyshahenriquez,I sure hope James Charles saved some of that “celebrity” money bc he needs to hire a crisis management PR team ASAP! This sister scandal is HUGE https://t.co/vstNS8OQy2,positive
RoseBudBeauty98,James Charles has officially lost 1 million followers. Damn,neutral
loveyourightx,"james charles               my grades
subscriber count
                             ??
           
                 dropping",neutral
AlmightyAchol,It took some vitamins for James Charles to be cancelled by his mentor lmaooo a joke,neutral
HollyS51972,@GlamLifeGuru Raise your hand if you have ever felt personally victimised by James Charles ?,neutral
SIGHFRANKIE,"james charles: *makes apology video for being a LITERAL predator*

twitter: https://t.co/QXjFVKN1vU",neutral
chamsve,"fun fact: james charles literally went to high school 6 hours away from where i live. my mom's best friend, her son went to the same school as james, but the son was two years older LMAO",positive
_josias_13_,Iggy rn after she let James Charles in her music video https://t.co/lGspQmopLN,neutral
naammuu_,Why is watching James Charles' subscriber count go down so FUCKING SATISFYING,positive
itsannedreiyah,ahajsnbsaja i need to WATCH Tati's 43 minute long video BYE SISTER DAMN JAMES CHARLES U JUST ENDED IT,negative
stellaboonshoft,@Heaux_Hive i'd never seen her - i just heard someone took down james charles &amp; was rly excited so i googled her and was like...bb u are too old to be doing this,positive
bluethedirewolf,THIS IS THE END OF JAMES CHARLES! BYE SISTER!!!,neutral
jackrmulligan,I love tati westbrook so so so much but i did just watch james charles cry about his mom and honestly... i want them to make up,positive
sunshinestype,jeffree star seeing james charles’ career die: https://t.co/lPfxBvW7wn,neutral
jaackiieeluv,James Charles is a Gemini... no wonder he a SNAKE!,neutral
CheyyySchaefer,James Charles will have to re-celebrate 16 million subscribers lol,positive
tunesforlou,"ayo @trixiemattel unfollow james charles real quick, thank you",positive
bdb_sara,Y’all hate to admit it but James Charles is a representation of a portion of the gay community,negative
ggyucafe,WHO IS THIS JAMES CHARLES AND WHY IS HE TRENDING?,neutral
anjaniquenath,how can James Charles made the least problematic person in a beauty industry become super upset and hurts?,positive
ArizOhma,James Charles is down to 15Mil subs. https://t.co/hXF9AUseqh,negative
dayadawn_,me trying get my ass off twitter to avoid tweeting about the James Charles drama: https://t.co/GW0UKQXGt2,neutral
jadonsncho,james charles who is tgat i don’t know her,neutral
TealLovesYou,James Charles getting dragged &gt;,neutral
SlowHandsMarais,Once Jeffree Star talks about the James Charles situation his career will FINALLY be ended. Bye sister,neutral
maddytayl0r,me watching tati ruin james charles in 40 minutes https://t.co/wNztlzcXY1,neutral
caitlinspams,"Wow, James Charles is really over",positive
reynece,so like wtf is going on w james charles ??,negative
kingbeanlouis,Wow at this point James Charles is literally a joke,positive
PirateNinjaaa,@KEEMSTAR @jamescharles Everybody keeps saying this will end James Charles but I feel like he will bounce back. Sure it will hurt his current partnerships with cosmetic brands/stores but there's always a chance for a comeback.,positive
cheezyeen,idk any of the teas with james charles but imagine how shitty you must be for being a young gay man normalizing young men wearing makeup and still be hated by the gays and feminine men,negative
